hotel,arrival_date,market_segment,country,lead_time,nights,adr,booking_value,cancel_probability,expected_loss,deposit_type,customer_type
Resort Hotel,2017-08-09,Online TA,PRT,33,6,330.0,1980.0,0.653439,1293.80922,No Deposit,Transient
Resort Hotel,2017-08-09,Online TA,ESP,338,11,215.24,2367.64,0.492857,1166.9079474799998,No Deposit,Transient
Resort Hotel,2017-08-09,Online TA,NOR,198,6,258.0,1548.0,0.716867,1109.710116,No Deposit,Transient
Resort Hotel,2017-08-09,Offline TA/TO,PRT,4,10,306.7,3067.0,0.315534,967.7427779999999,No Deposit,Transient
Resort Hotel,2017-08-09,Online TA,ESP,32,11,273.09,3003.99,0.315534,947.8609806599999,No Deposit,Transient
Resort Hotel,2017-08-10,Online TA,PRT,172,13,212.31,2760.03,0.492857,1360.30010571,No Deposit,Transient
Resort Hotel,2017-08-10,Online TA,NLD,184,7,264.29,1850.03,0.653439,1208.88175317,No Deposit,Transient
Resort Hotel,2017-08-10,Online TA,PRT,85,7,232.6,1628.2,0.716867,1167.2028494,No Deposit,Transient
Resort Hotel,2017-08-10,Online TA,DEU,95,6,230.0,1380.0,0.772727,1066.36326,No Deposit,Transient
Resort Hotel,2017-08-10,Online TA,PRT,95,6,230.0,1380.0,0.729412,1006.5885599999999,No Deposit,Transient
Resort Hotel,2017-08-10,Online TA,PRT,91,5,273.25,1366.25,0.729412,996.559145,No Deposit,Transient
Resort Hotel,2017-08-10,Online TA,PRT,95,6,222.0,1332.0,0.716867,954.866844,No Deposit,Transient
Resort Hotel,2017-08-10,Online TA,ESP,172,7,250.0,1750.0,0.492857,862.49975,No Deposit,Transient
Resort Hotel,2017-08-11,Online TA,FRA,238,13,297.38,3865.94,0.653439,2526.15596766,No Deposit,Transient
Resort Hotel,2017-08-11,Online TA,PRT,98,7,262.0,1834.0,0.608696,1116.348464,No Deposit,Transient
Resort Hotel,2017-08-11,Online TA,PRT,217,6,199.67,1198.02,0.772727,925.7424005400001,No Deposit,Transient
Resort Hotel,2017-08-12,Online TA,PRT,213,14,228.0,3192.0,0.772727,2466.544584,No Deposit,Transient
Resort Hotel,2017-08-12,Online TA,ESP,187,7,256.57,1795.99,0.851153,1528.66227647,No Deposit,Transient
Resort Hotel,2017-08-12,Offline TA/TO,PRT,186,11,169.0,1859.0,0.818182,1521.0003379999998,No Deposit,Transient
Resort Hotel,2017-08-12,Offline TA/TO,PRT,187,11,151.0,1661.0,0.851153,1413.765133,No Deposit,Transient
Resort Hotel,2017-08-12,Offline TA/TO,PRT,187,11,151.0,1661.0,0.851153,1413.765133,No Deposit,Transient
Resort Hotel,2017-08-12,Online TA,PRT,47,5,340.0,1700.0,0.737643,1253.9931000000001,No Deposit,Transient
Resort Hotel,2017-08-12,Online TA,PRT,186,7,208.57,1459.99,0.851153,1242.67486847,No Deposit,Transient
Resort Hotel,2017-08-12,Offline TA/TO,PRT,186,11,151.0,1661.0,0.729412,1211.553332,No Deposit,Transient
Resort Hotel,2017-08-12,Online TA,PRT,46,7,262.0,1834.0,0.653439,1198.407126,No Deposit,Transient
Resort Hotel,2017-08-12,Online TA,LUX,163,7,252.0,1764.0,0.653439,1152.666396,No Deposit,Transient
Resort Hotel,2017-08-12,Online TA,PRT,254,7,212.58,1488.06,0.772727,1149.86413962,No Deposit,Transient
Resort Hotel,2017-08-12,Online TA,ESP,176,8,232.0,1856.0,0.605263,1123.368128,No Deposit,Transient
Resort Hotel,2017-08-12,Offline TA/TO,PRT,193,14,110.7,1549.8,0.653439,1012.6997622,No Deposit,Transient
City Hotel,2017-08-12,Online TA,PRT,190,5,326.5,1632.5,0.611307,997.9586775,No Deposit,Transient
Resort Hotel,2017-08-12,Offline TA/TO,PRT,46,7,212.0,1484.0,0.653439,969.703476,No Deposit,Transient
Resort Hotel,2017-08-12,Online TA,PRT,96,7,217.1,1519.7,0.605263,919.8181811000001,No Deposit,Transient-Party
Resort Hotel,2017-08-12,Online TA,PRT,224,5,303.2,1516.0,0.605263,917.578708,No Deposit,Transient
City Hotel,2017-08-12,Online TA,FRA,264,7,167.85,1174.95,0.756856,889.2679572,No Deposit,Transient
City Hotel,2017-08-12,Online TA,MAR,118,7,193.0,1351.0,0.641487,866.648937,No Deposit,Transient
Resort Hotel,2017-08-12,Direct,PRT,192,7,199.15,1394.05,0.605263,843.76688515,No Deposit,Transient
City Hotel,2017-08-12,Online TA,MAR,85,5,200.0,1000.0,0.810811,810.8109999999999,No Deposit,Transient
Resort Hotel,2017-08-13,Online TA,PRT,309,7,249.0,1743.0,0.851153,1483.5596790000002,No Deposit,Transient
City Hotel,2017-08-13,Online TA,FRA,105,14,195.0,2730.0,0.537297,1466.8208100000002,No Deposit,Transient
Resort Hotel,2017-08-13,Online TA,PRT,300,7,219.6,1537.2,0.851153,1308.3923916,No Deposit,Transient
Resort Hotel,2017-08-13,Online TA,PRT,102,8,230.0,1840.0,0.605263,1113.68392,No Deposit,Transient
Resort Hotel,2017-08-13,Offline TA/TO,PRT,12,11,163.0,1793.0,0.605263,1085.236559,No Deposit,Contract
Resort Hotel,2017-08-13,Offline TA/TO,PRT,206,7,232.61,1628.27,0.653439,1063.97512053,No Deposit,Transient
Resort Hotel,2017-08-13,Offline TA/TO,PRT,291,10,117.3,1173.0,0.851153,998.4024690000001,No Deposit,Contract
Resort Hotel,2017-08-13,Offline TA/TO,PRT,291,10,117.3,1173.0,0.851153,998.4024690000001,No Deposit,Contract
Resort Hotel,2017-08-13,Online TA,PRT,224,5,311.6,1558.0,0.605263,942.9997539999999,No Deposit,Transient
Resort Hotel,2017-08-13,Online TA,PRT,223,6,212.33,1273.98,0.737643,939.7424291400001,No Deposit,Transient
Resort Hotel,2017-08-13,Direct,PRT,59,6,437.0,2622.0,0.349515,916.4283300000001,No Deposit,Transient
City Hotel,2017-08-13,Online TA,FRA,207,11,141.46,1556.06,0.537297,836.06636982,No Deposit,Transient
Resort Hotel,2017-08-13,Offline TA/TO,PRT,185,10,229.13,2291.3,0.349515,800.8437195000001,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,MAR,244,10,246.8,2468.0,0.851153,2100.6456040000003,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,PRT,187,11,233.64,2570.04,0.653439,1679.36436756,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,FRA,358,8,308.0,2464.0,0.653439,1610.073696,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,LVA,295,7,297.0,2079.0,0.737643,1533.5597970000001,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,PRT,133,7,254.0,1778.0,0.729412,1296.894536,No Deposit,Transient
City Hotel,2017-08-14,Online TA,DEU,183,11,167.24,1839.64,0.691099,1271.37336436,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,LUX,33,7,262.0,1834.0,0.653439,1198.407126,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,ESP,99,5,262.0,1310.0,0.851153,1115.01043,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,ESP,367,7,249.23,1744.61,0.605263,1055.94788243,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,PRT,227,6,208.67,1252.02,0.772727,967.4696585400001,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,ESP,53,3,388.0,1164.0,0.772727,899.4542280000001,No Deposit,Transient
City Hotel,2017-08-14,Online TA,FRA,229,10,140.76,1407.6,0.621951,875.4582276,No Deposit,Transient
City Hotel,2017-08-14,Online TA,ESP,145,6,190.8,1144.8,0.756856,866.4487488,No Deposit,Transient
Resort Hotel,2017-08-14,Online TA,PRT,91,5,221.0,1105.0,0.772727,853.863335,No Deposit,Transient
Resort Hotel,2017-08-14,Corporate,PRT,13,7,159.0,1113.0,0.737643,820.996659,No Deposit,Transient
Resort Hotel,2017-08-15,Online TA,ESP,97,8,270.0,2160.0,0.851153,1838.4904800000002,No Deposit,Transient
Resort Hotel,2017-08-15,Online TA,ITA,141,7,245.0,1715.0,0.772727,1325.226805,No Deposit,Transient
Resort Hotel,2017-08-15,Online TA,PRT,24,7,224.0,1568.0,0.716867,1124.047456,No Deposit,Transient
Resort Hotel,2017-08-15,Online TA,PRT,39,6,230.0,1380.0,0.729412,1006.5885599999999,No Deposit,Transient
Resort Hotel,2017-08-15,Online TA,PRT,15,6,273.0,1638.0,0.605263,991.420794,No Deposit,Transient
Resort Hotel,2017-08-15,Online TA,PRT,365,4,322.0,1288.0,0.737643,950.084184,No Deposit,Transient
Resort Hotel,2017-08-15,Direct,PRT,82,14,318.0,4452.0,0.211901,943.383252,No Deposit,Transient
Resort Hotel,2017-08-16,Online TA,PRT,150,7,261.0,1827.0,0.729412,1332.635724,No Deposit,Transient
Resort Hotel,2017-08-16,Online TA,PRT,217,10,144.88,1448.8,0.851153,1233.1504664000001,No Deposit,Transient
City Hotel,2017-08-16,Online TA,ESP,101,9,252.0,2268.0,0.537297,1218.589596,No Deposit,Transient
Resort Hotel,2017-08-16,Online TA,ESP,36,6,230.0,1380.0,0.772727,1066.36326,No Deposit,Transient
Resort Hotel,2017-08-16,Online TA,PRT,69,6,230.0,1380.0,0.729412,1006.5885599999999,No Deposit,Transient
Resort Hotel,2017-08-16,Offline TA/TO,PRT,247,8,139.28,1114.24,0.851153,948.38871872,No Deposit,Transient
Resort Hotel,2017-08-16,Online TA,PRT,145,5,252.0,1260.0,0.737643,929.4301800000001,No Deposit,Transient
Resort Hotel,2017-08-16,Offline TA/TO,PRT,204,10,148.7,1487.0,0.605263,900.026081,No Deposit,Transient
Resort Hotel,2017-08-16,Offline TA/TO,PRT,247,8,141.68,1133.44,0.772727,875.8396908800001,No Deposit,Transient
Resort Hotel,2017-08-16,Online TA,PRT,142,5,229.0,1145.0,0.737643,844.6012350000001,No Deposit,Transient
City Hotel,2017-08-16,Online TA,CHE,98,6,195.0,1170.0,0.691099,808.58583,No Deposit,Transient
Resort Hotel,2017-08-16,Online TA,ESP,183,7,232.0,1624.0,0.492857,800.399768,No Deposit,Transient
City Hotel,2017-08-16,Online TA,ITA,185,9,120.4,1083.6,0.732713,793.9678067999998,No Deposit,Transient
City Hotel,2017-08-17,Online TA,FRA,206,14,163.22,2285.08,0.756856,1729.47650848,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,PRT,154,7,238.57,1669.99,0.772727,1290.4463627300001,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,ESP,179,6,290.0,1740.0,0.737643,1283.49882,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,ESP,168,8,237.5,1900.0,0.653439,1241.5341,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,GBR,358,7,260.0,1820.0,0.653439,1189.25898,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,PRT,69,4,378.0,1512.0,0.729412,1102.870944,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,ESP,151,8,217.5,1740.0,0.605263,1053.15762,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,ESP,168,8,217.5,1740.0,0.605263,1053.15762,No Deposit,Transient
Resort Hotel,2017-08-17,Direct,PRT,192,10,211.2,2112.0,0.492857,1040.913984,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,ESP,168,4,338.0,1352.0,0.737643,997.2933360000001,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,PRT,161,6,217.6,1305.6,0.737643,963.0667008,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,PRT,161,6,217.6,1305.6,0.737643,963.0667008,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,ESP,177,4,318.0,1272.0,0.737643,938.2818960000001,No Deposit,Transient
City Hotel,2017-08-17,Online TA,GBR,173,10,127.71,1277.1,0.732713,935.7477722999998,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,ESP,84,7,270.0,1890.0,0.492857,931.49973,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,PRT,213,7,154.08,1078.56,0.851153,918.01957968,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,PRT,213,7,154.08,1078.56,0.851153,918.01957968,No Deposit,Transient
City Hotel,2017-08-17,Online TA,RUS,195,12,118.43,1421.16,0.641487,911.65566492,No Deposit,Transient
City Hotel,2017-08-17,Online TA,AUT,114,7,195.0,1365.0,0.641487,875.629755,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,ESP,209,6,185.75,1114.5,0.772727,861.2042415000001,No Deposit,Transient
Resort Hotel,2017-08-17,Online TA,ESP,172,7,200.0,1400.0,0.605263,847.3682,No Deposit,Transient
City Hotel,2017-08-17,Online TA,FRA,184,7,164.44,1151.08,0.732713,843.4112800399998,No Deposit,Transient
Resort Hotel,2017-08-18,Online TA,RUS,177,9,200.0,1800.0,0.851153,1532.0754000000002,No Deposit,Transient
Resort Hotel,2017-08-18,Online TA,ESP,185,7,200.0,1400.0,0.851153,1191.6142,No Deposit,Transient
City Hotel,2017-08-18,Online TA,DEU,181,7,213.81,1496.67,0.756856,1132.7636695200001,No Deposit,Transient
Resort Hotel,2017-08-18,Online TA,PRT,160,7,203.71,1425.97,0.729412,1040.1196296399999,No Deposit,Transient
Resort Hotel,2017-08-18,Online TA,ESP,108,9,227.22,2044.98,0.488889,999.7682272200001,No Deposit,Transient
Resort Hotel,2017-08-18,Direct,PRT,257,7,231.6,1621.2,0.605263,981.2523756,No Deposit,Transient
City Hotel,2017-08-18,Online TA,FRA,184,7,177.81,1244.67,0.756856,942.03595752,No Deposit,Transient
Resort Hotel,2017-08-18,Online TA,PRT,44,5,257.6,1288.0,0.653439,841.629432,No Deposit,Transient
Resort Hotel,2017-08-18,Online TA,PRT,187,6,180.0,1080.0,0.772727,834.54516,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,IRL,220,10,244.0,2440.0,0.653439,1594.39116,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,PRT,64,7,331.43,2320.01,0.653439,1515.98501439,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,PRT,64,7,270.0,1890.0,0.729412,1378.5886799999998,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,ESP,187,6,248.0,1488.0,0.851153,1266.515664,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,PRT,216,7,204.0,1428.0,0.851153,1215.446484,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,PRT,125,7,230.0,1610.0,0.737643,1187.6052300000001,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,FRA,177,6,218.0,1308.0,0.851153,1113.3081240000001,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,PRT,211,7,203.75,1426.25,0.772727,1102.10188375,No Deposit,Transient
Resort Hotel,2017-08-19,Offline TA/TO,PRT,122,7,253.8,1776.6,0.605263,1075.3102457999998,No Deposit,Transient-Party
Resort Hotel,2017-08-19,Online TA,ITA,173,5,250.0,1250.0,0.851153,1063.94125,No Deposit,Transient
City Hotel,2017-08-19,Online TA,AUT,186,7,218.43,1529.01,0.691099,1056.69728199,No Deposit,Transient
Resort Hotel,2017-08-19,Offline TA/TO,PRT,129,7,247.2,1730.4,0.605263,1047.3470952,No Deposit,Transient-Party
Resort Hotel,2017-08-19,Online TA,PRT,211,7,174.24,1219.68,0.851153,1038.13429104,No Deposit,Transient
Resort Hotel,2017-08-19,Direct,PRT,249,8,210.5,1684.0,0.605263,1019.262892,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,USA,160,5,238.0,1190.0,0.851153,1012.87207,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,USA,160,5,238.0,1190.0,0.851153,1012.87207,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,PRT,203,7,184.5,1291.5,0.772727,997.9769205000001,No Deposit,Transient
Resort Hotel,2017-08-19,Offline TA/TO,PRT,122,7,230.0,1610.0,0.608696,980.0005600000001,No Deposit,Transient-Party
City Hotel,2017-08-19,Online TA,HUN,175,8,160.76,1286.08,0.756856,973.3773644799999,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,PRT,203,7,184.5,1291.5,0.737643,952.6659345,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,PRT,113,6,214.84,1289.04,0.729412,940.2412444799999,No Deposit,Transient
Resort Hotel,2017-08-19,Direct,PRT,210,7,279.03,1953.21,0.470588,919.1571874800001,No Deposit,Transient
Resort Hotel,2017-08-19,Offline TA/TO,PRT,129,7,205.6,1439.2,0.605263,871.0945096,No Deposit,Transient-Party
Resort Hotel,2017-08-19,Direct,PRT,177,6,239.0,1434.0,0.605263,867.947142,No Deposit,Transient
Resort Hotel,2017-08-19,Online TA,PRT,157,7,198.17,1387.19,0.605263,839.6147809700001,No Deposit,Transient-Party
Resort Hotel,2017-08-19,Offline TA/TO,PRT,129,7,192.8,1349.6,0.605263,816.8629447999999,No Deposit,Transient-Party
Resort Hotel,2017-08-19,Online TA,CHE,146,7,235.71,1649.97,0.488889,806.6521833300001,No Deposit,Transient-Party
Resort Hotel,2017-08-19,Online TA,PRT,211,7,133.74,936.18,0.851153,796.83241554,No Deposit,Transient
Resort Hotel,2017-08-19,Offline TA/TO,PRT,210,7,187.24,1310.68,0.605263,793.30610884,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,83,19,204.74,3890.06,0.729412,2837.4564447199996,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,AGO,60,11,255.45,2809.95,0.737643,2072.73994785,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,AGO,60,11,255.45,2809.95,0.737643,2072.73994785,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,360,6,343.0,2058.0,0.851153,1751.672874,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,CHE,195,13,180.0,2340.0,0.737643,1726.08462,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,90,7,289.6,2027.2,0.605263,1226.9891536,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,190,6,230.0,1380.0,0.851153,1174.59114,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,ITA,161,5,268.0,1340.0,0.851153,1140.54502,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,227,7,180.18,1261.26,0.851153,1073.5252327800001,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,83,7,291.43,2040.01,0.492857,1005.4332085699999,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,277,7,165.37,1157.59,0.772727,894.50104793,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,CHE,106,13,234.62,3050.06,0.286396,873.5249837599999,No Deposit,Transient
City Hotel,2017-08-20,Online TA,FRA,171,5,235.0,1175.0,0.732713,860.937775,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,169,5,248.0,1240.0,0.653439,810.26436,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,169,5,262.0,1310.0,0.605263,792.89453,No Deposit,Transient
Resort Hotel,2017-08-20,Online TA,PRT,84,5,262.0,1310.0,0.605263,792.89453,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,ESP,119,5,378.0,1890.0,0.818182,1546.3639799999999,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,202,9,196.5,1768.5,0.851153,1505.2640805,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,136,7,240.91,1686.37,0.653439,1101.93992643,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,193,7,184.5,1291.5,0.851153,1099.2640995000002,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,ESP,204,7,191.14,1337.98,0.772727,1033.89327146,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,106,7,225.6,1579.2,0.653439,1031.9108688000001,No Deposit,Transient
Resort Hotel,2017-08-21,Offline TA/TO,PRT,202,9,187.4,1686.6,0.605263,1020.8365758,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,ESP,295,4,297.0,1188.0,0.851153,1011.1697640000001,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,21,4,340.0,1360.0,0.716867,974.93912,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,315,7,282.03,1974.21,0.492857,973.00321797,No Deposit,Transient
Resort Hotel,2017-08-21,Direct,PRT,33,7,282.32,1976.24,0.488889,966.16199736,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,122,5,295.5,1477.5,0.653439,965.4561225,No Deposit,Transient
City Hotel,2017-08-21,Online TA,ESP,144,9,195.0,1755.0,0.537297,942.956235,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,83,5,310.0,1550.0,0.605263,938.15765,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,83,5,310.0,1550.0,0.605263,938.15765,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,189,7,192.0,1344.0,0.653439,878.2220159999999,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,12,5,242.0,1210.0,0.716867,867.40907,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,169,5,234.0,1170.0,0.737643,863.04231,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,140,7,166.91,1168.37,0.729412,852.2230984399998,No Deposit,Transient
Resort Hotel,2017-08-21,Online TA,PRT,189,6,232.0,1392.0,0.605263,842.5260959999999,No Deposit,Transient
City Hotel,2017-08-21,Online TA,GBR,229,11,99.0,1089.0,0.756856,824.216184,No Deposit,Transient
City Hotel,2017-08-22,Online TA,ITA,173,9,202.5,1822.5,0.732713,1335.3694424999999,No Deposit,Transient
Resort Hotel,2017-08-22,Online TA,FRA,181,5,268.0,1340.0,0.716867,960.6017800000001,No Deposit,Transient
Resort Hotel,2017-08-22,Online TA,PRT,9,7,210.0,1470.0,0.605263,889.73661,No Deposit,Transient
Resort Hotel,2017-08-22,Online TA,PRT,34,7,330.57,2313.99,0.349515,808.77421485,No Deposit,Transient
Resort Hotel,2017-08-23,Online TA,AGO,24,6,216.67,1300.02,0.772727,1004.56055454,No Deposit,Transient
Resort Hotel,2017-08-23,Online TA,PRT,63,7,174.54,1221.78,0.729412,891.1809933599999,No Deposit,Transient
City Hotel,2017-08-23,Online TA,PRT,161,4,282.5,1130.0,0.756856,855.2472799999999,No Deposit,Transient
City Hotel,2017-08-23,Online TA,DEU,179,7,160.2,1121.4,0.732713,821.6643582,No Deposit,Transient
Resort Hotel,2017-08-23,Online TA,PRT,76,7,231.69,1621.83,0.5,810.915,No Deposit,Transient
Resort Hotel,2017-08-24,Online TA,PRT,66,7,276.46,1935.22,0.653439,1264.54822158,No Deposit,Transient
Resort Hotel,2017-08-24,Online TA,PRT,58,7,239.14,1673.98,0.737643,1234.7996291400002,No Deposit,Transient
Resort Hotel,2017-08-24,Online TA,PRT,198,7,204.75,1433.25,0.737643,1057.22682975,No Deposit,Transient
City Hotel,2017-08-24,Online TA,FRA,158,7,202.5,1417.5,0.732713,1038.6206774999998,No Deposit,Transient
City Hotel,2017-08-24,Online TA,PRT,139,11,117.41,1291.51,0.756856,977.48709256,No Deposit,Transient
Resort Hotel,2017-08-24,Online TA,CHE,144,6,199.0,1194.0,0.818182,976.909308,No Deposit,Transient
Resort Hotel,2017-08-24,Online TA,PRT,165,7,229.43,1606.01,0.605263,972.05843063,No Deposit,Transient
Resort Hotel,2017-08-24,Offline TA/TO,PRT,162,7,208.05,1456.35,0.653439,951.63588765,No Deposit,Transient
Resort Hotel,2017-08-24,Offline TA/TO,PRT,162,7,208.05,1456.35,0.653439,951.63588765,No Deposit,Transient
Resort Hotel,2017-08-24,Direct,PRT,34,7,256.0,1792.0,0.488889,876.0890880000001,No Deposit,Transient
Resort Hotel,2017-08-24,Direct,PRT,34,7,256.0,1792.0,0.488889,876.0890880000001,No Deposit,Transient
Resort Hotel,2017-08-24,Online TA,PRT,163,7,188.03,1316.21,0.653439,860.06294619,No Deposit,Transient
Resort Hotel,2017-08-24,Online TA,ESP,60,4,252.0,1008.0,0.851153,857.9622240000001,No Deposit,Transient
Resort Hotel,2017-08-25,Online TA,PRT,353,8,249.0,1992.0,0.851153,1695.4967760000002,No Deposit,Transient
Resort Hotel,2017-08-25,Online TA,ROU,167,6,331.33,1987.98,0.716867,1425.11725866,No Deposit,Transient
Resort Hotel,2017-08-25,Online TA,MAR,21,7,277.71,1943.97,0.605263,1176.61311411,No Deposit,Transient
Resort Hotel,2017-08-25,Online TA,PRT,172,7,259.0,1813.0,0.605263,1097.341819,No Deposit,Transient
Resort Hotel,2017-08-25,Online TA,ESP,38,7,251.43,1760.01,0.605263,1065.2689326299999,No Deposit,Transient
City Hotel,2017-08-25,Online TA,ESP,180,6,222.3,1333.8,0.732713,977.2925993999999,No Deposit,Transient
Resort Hotel,2017-08-25,Online TA,IRL,110,5,214.0,1070.0,0.851153,910.7337100000001,No Deposit,Transient
Resort Hotel,2017-08-25,Online TA,PRT,172,7,202.0,1414.0,0.605263,855.8418819999999,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,RUS,181,14,205.14,2871.96,0.851153,2444.47736988,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,ESP,47,7,340.86,2386.02,0.729412,1740.3916202399998,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,PRT,29,6,342.17,2053.02,0.716867,1471.74228834,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,PRT,142,7,289.86,2029.02,0.653439,1325.84079978,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,PRT,66,7,284.86,1994.02,0.653439,1302.97043478,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,PRT,19,10,245.3,2453.0,0.492857,1208.978221,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,PRT,185,7,251.0,1757.0,0.608696,1069.4788720000001,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,ESP,103,7,251.43,1760.01,0.605263,1065.2689326299999,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,PRT,191,8,202.0,1616.0,0.653439,1055.957424,No Deposit,Transient
Resort Hotel,2017-08-26,Offline TA/TO,PRT,184,7,173.0,1211.0,0.851153,1030.746283,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,ESP,87,7,299.43,2096.01,0.488889,1024.7162328900001,No Deposit,Transient
City Hotel,2017-08-26,Online TA,BEL,195,7,220.0,1540.0,0.655797,1009.92738,No Deposit,Transient
Resort Hotel,2017-08-26,Offline TA/TO,PRT,142,7,169.0,1183.0,0.851153,1006.9139990000001,No Deposit,Transient
Resort Hotel,2017-08-26,Offline TA/TO,PRT,142,7,169.0,1183.0,0.851153,1006.9139990000001,No Deposit,Transient
Resort Hotel,2017-08-26,Offline TA/TO,PRT,142,7,155.0,1085.0,0.851153,923.5010050000001,No Deposit,Transient
City Hotel,2017-08-26,Online TA,USA,79,5,240.0,1200.0,0.756856,908.2271999999999,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,PRT,212,7,179.89,1259.23,0.716867,902.7004324100001,No Deposit,Transient
City Hotel,2017-08-26,Online TA,USA,162,5,235.0,1175.0,0.756856,889.3058,No Deposit,Transient
Resort Hotel,2017-08-26,Online TA,PRT,25,5,242.0,1210.0,0.729412,882.5885199999999,No Deposit,Transient
City Hotel,2017-08-26,Online TA,ESP,9,7,232.57,1627.99,0.537297,874.7141430300001,No Deposit,Transient
City Hotel,2017-08-26,Online TA,FRA,205,7,164.03,1148.21,0.732713,841.3083937299999,No Deposit,Transient
City Hotel,2017-08-26,Online TA,ZAF,66,5,210.0,1050.0,0.756856,794.6988,No Deposit,Transient
Resort Hotel,2017-08-27,Online TA,PRT,178,7,383.0,2681.0,0.716867,1921.920427,No Deposit,Transient
